编号	大洲	战役	行省	城镇	开局派系	首府	世界X	世界Y	六边形X	六边形Y	区域KEY	行省KEY	派系KEY	英文名	分组KEY	大洲来源
163	混沌荒原	混沌魔域	北部荒原	替换之碑	科维林	是	151.64	386.84	227	501	wh3_main_chaos_region_the_shifting_monolith	wh3_main_chaos_province_northern_wastes	wh3_main_chs_kvellig	The Shifting Monolith	cai_chaos_region_hint_area_chaos_wastes	官方
164	混沌荒原	混沌魔域	北部荒原	马雷菲克斯之厅	盲眼者		139.62	354.44	209	459	wh3_main_chaos_region_the_folly_of_malofex	wh3_main_chaos_province_northern_wastes	wh3_dlc20_tze_the_sightless	The Folly of Malofex	cai_chaos_region_hint_area_chaos_wastes	官方
165	混沌荒原	混沌魔域	卡达莎	红色深渊	幻焰书吏		472.96	353.29	708	458	wh3_main_chaos_region_the_red_abyss	wh3_main_chaos_province_kdatha	wh3_main_tze_flaming_scribes	The Red Abyss	cai_chaos_region_hint_area_chaos_wastes	官方
166	混沌荒原	混沌魔域	卡达莎	绞架树	幻焰书吏	是	402.82	325.90	603	422	wh3_main_chaos_region_the_gallows_tree	wh3_main_chaos_province_kdatha	wh3_main_tze_flaming_scribes	The Gallows Tree	cai_chaos_region_hint_area_chaos_wastes	官方
167	混沌荒原	混沌魔域	卡达莎	赞拜津平原	幻焰书吏		439.56	359.46	658	466	wh3_main_chaos_region_zanbaijin	wh3_main_chaos_province_kdatha	wh3_main_tze_flaming_scribes	Plains of Zanbaijin	cai_chaos_region_hint_area_chaos_wastes	官方
168	混沌荒原	混沌魔域	卡达莎	龙眠地	幻焰书吏		438.89	329.76	657	427	wh3_main_chaos_region_dragons_death	wh3_main_chaos_province_kdatha	wh3_main_tze_flaming_scribes	Dragon's Death	cai_chaos_region_hint_area_chaos_wastes	官方
169	混沌荒原	混沌魔域	堕落之路	决斗岩			521.72	319.73	781	414	wh3_main_chaos_region_the_challenge_stone	wh3_main_chaos_province_road_to_damnation		The Challenge Stone	cai_chaos_region_hint_area_chaos_wastes	官方
170	混沌荒原	混沌魔域	堕落之路	地狱兽牧地	恐之主子嗣		507.03	341.33	759	442	wh3_main_chaos_region_hellcade_drove	wh3_main_chaos_province_road_to_damnation	wh3_main_kho_karneths_sons	Hellcade Drove	cai_chaos_region_hint_area_chaos_wastes	官方
171	混沌荒原	混沌魔域	堕落之路	泽鲁诺斯	群山之子	是	533.08	343.26	798	445	wh3_main_chaos_region_zerulous	wh3_main_chaos_province_road_to_damnation	wh3_main_ogr_sons_of_the_mountain	Zerulous	cai_chaos_region_hint_area_chaos_wastes	官方
172	混沌荒原	混沌魔域	堕落之路	浮空山	恐之主子嗣		519.05	362.16	777	469	wh3_main_chaos_region_floating_mountain	wh3_main_chaos_province_road_to_damnation	wh3_main_kho_karneths_sons	Floating Mountain	cai_chaos_region_hint_area_chaos_wastes	官方
173	混沌荒原	混沌魔域	幻象平原	头骨立柱	疫蛆兄弟		346.04	283.09	518	367	wh3_main_chaos_region_pillar_of_skulls	wh3_main_chaos_province_plain_of_illusions	wh3_main_nur_maggoth_kin	Pillar of Skulls	cai_chaos_region_hint_area_chaos_wastes	官方
174	混沌荒原	混沌魔域	幻象平原	折磨之塔	疫蛆兄弟		305.29	267.28	457	346	wh3_main_chaos_region_the_tower_of_torment	wh3_main_chaos_province_plain_of_illusions	wh3_main_nur_maggoth_kin	The Tower of Torment	cai_chaos_region_hint_area_chaos_wastes	官方
175	混沌荒原	混沌魔域	幻象平原	燃烧之碑	蚀啮氏族		265.87	320.12	398	415	wh3_main_chaos_region_the_burning_monolith	wh3_main_chaos_province_plain_of_illusions	wh2_main_skv_clan_gnaw	The Burning Monolith	cai_chaos_region_hint_area_chaos_wastes	官方
176	混沌荒原	混沌魔域	幻象平原	血港	蚀啮氏族	是	293.26	293.50	439	380	wh3_main_chaos_region_blood_haven	wh3_main_chaos_province_plain_of_illusions	wh2_main_skv_clan_gnaw	Blood-Haven	cai_chaos_region_hint_area_chaos_wastes	官方
177	混沌荒原	混沌魔域	死亡悬崖	德拉科埠	贪肉者		414.84	224.85	621	291	wh3_main_chaos_region_dharko_wharf	wh3_main_chaos_province_the_cliffs_of_death	wh3_main_ogr_fleshgreeders	Dharko Wharf	cai_chaos_region_hint_area_chaos_wastes	官方
178	混沌荒原	混沌魔域	死亡悬崖	沉没阴沟	纳垢驭疹官	是	386.12	278.46	578	361	wh3_main_chaos_region_the_sunken_sewers	wh3_main_chaos_province_the_cliffs_of_death	wh3_main_nur_poxmakers_of_nurgle	The Sunken Sewers	cai_chaos_region_hint_area_chaos_wastes	官方
179	混沌荒原	混沌魔域	死亡悬崖	满溢港	贪肉者		404.15	264.96	605	343	wh3_main_chaos_region_glut_port	wh3_main_chaos_province_the_cliffs_of_death	wh3_main_ogr_fleshgreeders	Glut-port	cai_chaos_region_hint_area_chaos_wastes	官方
180	混沌荒原	混沌魔域	死亡悬崖	风骸山	贪肉者		432.21	254.94	647	330	wh3_main_chaos_region_stormvrack_mount	wh3_main_chaos_province_the_cliffs_of_death	wh3_main_ogr_fleshgreeders	Stormvrack Mount	cai_chaos_region_hint_area_chaos_wastes	官方
181	混沌荒原	混沌魔域	永恒环礁	术士银塔	脓毒之爪	是	203.75	430.81	305	558	wh3_main_chaos_region_the_silvered_tower_of_sorcerers	wh3_main_chaos_province_the_eternal_lagoon	wh3_main_nur_septic_claw	The Silvered Tower of Sorcerers	cai_chaos_region_hint_area_chaos_wastes	官方
182	混沌荒原	混沌魔域	永恒环礁	枯萎林	脓毒之爪		221.12	382.98	331	496	wh3_main_chaos_region_the_blighted_grove	wh3_main_chaos_province_the_eternal_lagoon	wh3_main_nur_septic_claw	The Blighted Grove	cai_chaos_region_hint_area_chaos_wastes	官方
183	混沌荒原	混沌魔域	永恒环礁	猛兽崖	脓毒之爪		195.73	399.18	293	517	wh3_main_chaos_region_cliff_of_beasts	wh3_main_chaos_province_the_eternal_lagoon	wh3_main_nur_septic_claw	Cliff of Beasts	cai_chaos_region_hint_area_chaos_wastes	官方
184	混沌荒原	混沌魔域	永恒环礁	衰败森林	脓毒之爪		255.18	357.91	382	464	wh3_main_chaos_region_the_forest_of_decay	wh3_main_chaos_province_the_eternal_lagoon	wh3_main_nur_septic_claw	The Forest of Decay	cai_chaos_region_hint_area_chaos_wastes	官方
185	混沌荒原	混沌魔域	白骨平原	奇美拉高地	隐秘之刑		318.65	376.04	477	487	wh3_main_chaos_region_chimera_plateau	wh3_main_chaos_province_plain_of_bone	wh3_main_sla_subtle_torture	Chimera Plateau	cai_chaos_region_hint_area_chaos_wastes	官方
186	混沌荒原	混沌魔域	白骨平原	水晶尖塔	零落命轮	是	259.86	392.24	389	508	wh3_main_chaos_region_the_crystal_spires	wh3_main_chaos_province_plain_of_bone	wh3_main_tze_broken_wheel	The Crystal Spires	cai_chaos_region_hint_area_chaos_wastes	官方
187	混沌荒原	混沌魔域	白骨平原	火山之心	隐秘之刑		290.59	333.62	435	432	wh3_main_chaos_region_volcanos_heart	wh3_main_chaos_province_plain_of_bone	wh3_main_sla_subtle_torture	Volcano's Heart	cai_chaos_region_hint_area_chaos_wastes	官方
188	混沌荒原	混沌魔域	白骨平原	虚空巨岩	零落命轮		283.24	377.20	424	489	wh3_main_chaos_region_the_monolith_of_the_void	wh3_main_chaos_province_plain_of_bone	wh3_main_tze_broken_wheel	The Monolith of the Void	cai_chaos_region_hint_area_chaos_wastes	官方
189	混沌荒原	混沌魔域	破碎之地	亲王宫殿	浴血长剑		92.19	428.88	138	556	wh3_main_chaos_region_palace_of_princes	wh3_main_chaos_province_the_shard_lands	wh3_main_kho_bloody_sword	Palace of Princes	cai_chaos_region_hint_area_chaos_wastes	官方
190	混沌荒原	混沌魔域	破碎之地	废墟之殿	色孽迷魂者	是	87.51	458.58	131	594	wh3_main_chaos_region_the_palace_of_ruin	wh3_main_chaos_province_the_shard_lands	wh3_main_sla_seducers_of_slaanesh	The Palace of Ruin	cai_chaos_region_hint_area_chaos_wastes	官方
191	混沌荒原	混沌魔域	破碎之地	恶臭墓穴	浴血长剑		118.91	438.91	178	569	wh3_main_chaos_region_the_fetid_catacombs	wh3_main_chaos_province_the_shard_lands	wh3_main_kho_bloody_sword	The Foetid Catacombs	cai_chaos_region_hint_area_chaos_wastes	官方
192	混沌荒原	混沌魔域	破碎之地	浴血山	浴血长剑		148.30	435.82	222	565	wh3_main_chaos_region_blood_mountain	wh3_main_chaos_province_the_shard_lands	wh3_main_kho_bloody_sword	Blood Mountain	cai_chaos_region_hint_area_chaos_wastes	官方
193	混沌荒原	混沌魔域	血沼	幻变要塞	蛆虫军团	是	365.41	358.30	547	464	wh3_main_chaos_region_the_writhing_fortress	wh3_main_chaos_province_the_blood_marshes	wh3_dlc25_nur_tamurkhan	The Writhing Fortress	cai_chaos_region_hint_area_chaos_wastes	官方
194	混沌荒原	混沌魔域	血沼	梦魇谷	绯红骷髅		384.78	300.83	576	390	wh3_main_chaos_region_the_vale_of_nightmares	wh3_main_chaos_province_the_blood_marshes	wh3_main_kho_crimson_skull	The Vale of Nightmares	cai_chaos_region_hint_area_chaos_wastes	官方
195	混沌荒原	混沌魔域	血沼	流血尖顶	绯红骷髅		352.05	311.25	527	403	wh3_main_chaos_region_the_bleeding_spire	wh3_main_chaos_province_the_blood_marshes	wh3_main_kho_crimson_skull	The Bleeding Spire	cai_chaos_region_hint_area_chaos_wastes	官方
196	混沌荒原	混沌魔域	血沼	魔影之树	绯红骷髅		338.02	334.77	506	434	wh3_main_chaos_region_tree_of_damned_shades	wh3_main_chaos_province_the_blood_marshes	wh3_main_kho_crimson_skull	Tree of Damned Shades	cai_chaos_region_hint_area_chaos_wastes	官方
197	混沌荒原	混沌魔域	血火瀑布	死斧之碑	精美之痛		162.33	308.16	243	399	wh3_main_chaos_region_the_monolith_of_kjarl_deathaxe	wh3_main_chaos_province_bloodfire_falls	wh3_main_sla_exquisite_pain	Deathaxe's Monolith	cai_chaos_region_hint_area_chaos_wastes	官方
198	混沌荒原	混沌魔域	血火瀑布	炼狱	恐虐流放者	是	195.06	367.17	292	476	wh3_main_chaos_region_infernius	wh3_main_chaos_province_bloodfire_falls	wh3_main_kho_exiles_of_khorne	Infernius	cai_chaos_region_hint_area_chaos_wastes	官方
199	混沌荒原	混沌魔域	血火瀑布	黄铜冰川	噶哈尔		178.36	334.39	267	433	wh3_main_chaos_region_the_brass_glacier	wh3_main_chaos_province_bloodfire_falls	wh3_main_chs_gharhar	The Brass Glacier	cai_chaos_region_hint_area_chaos_wastes	官方
200	混沌荒原	混沌魔域	血火瀑布	黄铜桥	噶哈尔		225.12	349.81	337	453	wh3_main_chaos_region_bridge_of_brass	wh3_main_chaos_province_bloodfire_falls	wh3_main_chs_gharhar	Bridge of Brass	cai_chaos_region_hint_area_chaos_wastes	官方
201	混沌荒原	混沌魔域	颅骨之路	卡拉克·厄运堡	赫尔海因氏族		464.28	251.85	695	326	wh3_main_chaos_region_karak_dum	wh3_main_chaos_province_road_of_skulls	wh2_dlc15_dwf_clan_helhein	Karak Dum	cai_chaos_region_hint_area_chaos_wastes	官方
202	混沌荒原	混沌魔域	颅骨之路	多尔甘叶尔森林	森林之女		458.26	279.23	686	362	wh3_main_chaos_region_fort_dolganyeir	wh3_main_chaos_province_road_of_skulls	wh3_dlc24_ksl_daughters_of_the_forest	Dolganyeir Forests	cai_chaos_region_hint_area_chaos_wastes	官方
203	混沌荒原	混沌魔域	颅骨之路	扎摩斯基	恐之主子嗣		477.64	294.28	715	381	wh3_main_chaos_region_zamoski	wh3_main_chaos_province_road_of_skulls	wh3_main_kho_karneths_sons	Zamoski	cai_chaos_region_hint_area_chaos_wastes	官方
204	混沌荒原	混沌魔域	颅骨之路	碎裂城	恐之主子嗣	是	495.67	323.20	742	419	wh3_main_chaos_region_city_of_splinters	wh3_main_chaos_province_road_of_skulls	wh3_main_kho_karneths_sons	City of Splinters	cai_chaos_region_hint_area_chaos_wastes	官方
205	震旦	混沌魔域	东部草原	千眼要塞	帝国戍卫		575.17	436.98	861	566	wh3_main_chaos_region_fortress_of_eyes	wh3_main_chaos_province_eastern_steppes	wh3_main_cth_imperial_wardens	Fortress of Eyes	cai_chaos_region_hint_area_cathay	官方
206	震旦	混沌魔域	东部草原	沃拉里	奸奇传谕使	是	538.43	376.43	806	488	wh3_main_chaos_region_the_volary	wh3_main_chaos_province_eastern_steppes	wh3_main_tze_oracles_of_tzeentch	The Volary	cai_chaos_region_hint_area_cathay	官方
207	震旦	混沌魔域	东部草原	血风堡	卡扎格		552.45	399.95	827	518	wh3_main_chaos_region_bloodwind_keep	wh3_main_chaos_province_eastern_steppes	wh3_main_chs_khazag	Bloodwind Keep	cai_chaos_region_hint_area_cathay	官方
208	震旦	混沌魔域	东部草原	骸骨铸坊	卡扎格		553.79	424.64	829	550	wh3_main_chaos_region_foundry_of_bones	wh3_main_chaos_province_eastern_steppes	wh3_main_chs_khazag	Foundry of Bones	cai_chaos_region_hint_area_cathay	官方
209	震旦	混沌魔域	京畿路	修验官城	天廷忠卫		643.97	515.27	964	668	wh3_main_chaos_region_city_of_the_shugengan	wh3_main_chaos_province_imperial_road	wh3_main_cth_celestial_loyalists	City of the Shugengan	cai_chaos_region_hint_area_cathay	官方
210	震旦	混沌魔域	京畿路	巍京	天廷忠卫	是	619.92	523.76	928	679	wh3_main_chaos_region_wei_jin	wh3_main_chaos_province_imperial_road	wh3_main_cth_celestial_loyalists	Wei-Jin	cai_chaos_region_hint_area_cathay	官方
211	震旦	混沌魔域	京畿路	昆兰	天廷忠卫		660.01	490.59	988	636	wh3_main_chaos_region_kunlan	wh3_main_chaos_province_imperial_road	wh3_main_cth_celestial_loyalists	Kunlan	cai_chaos_region_hint_area_cathay	官方
212	震旦	混沌魔域	天廷河原	上吴	玉廷	是	718.79	373.34	1076	484	wh3_main_chaos_region_shang_wu	wh3_main_chaos_province_celestial_riverlands	wh3_dlc24_cth_the_celestial_court	Shang-Wu	cai_chaos_region_hint_area_cathay	官方
213	震旦	混沌魔域	天廷河原	农昌	猎颅者		702.76	392.62	1052	509	wh3_main_chaos_region_nonchang	wh3_main_chaos_province_celestial_riverlands	wh_main_grn_skull-takerz	Nongchang	cai_chaos_region_hint_area_cathay	官方
214	震旦	混沌魔域	天廷河原	氏隆	猎颅者		722.13	431.58	1081	559	wh3_main_chaos_region_shi_long	wh3_main_chaos_province_celestial_riverlands	wh_main_grn_skull-takerz	Shi Long	cai_chaos_region_hint_area_cathay	官方
215	震旦	混沌魔域	天廷河原	通天桥	猎颅者		700.75	416.92	1049	540	wh3_main_chaos_region_bridge_of_heaven	wh3_main_chaos_province_celestial_riverlands	wh_main_grn_skull-takerz	Bridge of Heaven	cai_chaos_region_hint_area_cathay	官方
216	震旦	混沌魔域	天离裂土	精风寺	燃风牧民		718.12	335.16	1075	434	wh3_main_chaos_region_temple_of_elemental_winds	wh3_main_chaos_province_broken_lands_of_tian_li	wh3_main_cth_burning_wind_nomads	Temple of Elemental Winds	cai_chaos_region_hint_area_cathay	官方
217	震旦	混沌魔域	天离裂土	羌	蓝蝰蛇		698.75	296.98	1046	385	wh3_main_chaos_region_qiang	wh3_main_chaos_province_broken_lands_of_tian_li	wh2_main_grn_blue_vipers	Qiang	cai_chaos_region_hint_area_cathay	官方
218	震旦	混沌魔域	天离裂土	虎士庄	燃风牧民	是	721.46	309.32	1080	401	wh3_main_chaos_region_village_of_the_tigermen	wh3_main_chaos_province_broken_lands_of_tian_li	wh3_main_cth_burning_wind_nomads	Village of the Tigermen	cai_chaos_region_hint_area_cathay	官方
219	震旦	混沌魔域	岩镔原	兵马俑墓园	萨索瑞尔守望者		620.59	443.15	929	574	wh3_main_chaos_region_terracotta_graveyard	wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_tze_sarthoraels_watchers	Terracotta Graveyard	cai_chaos_region_hint_area_cathay	官方
220	震旦	混沌魔域	岩镔原	明珠	帝国戍卫		647.31	465.52	969	603	wh3_main_chaos_region_ming_zhu	wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_cth_imperial_wardens	Ming Zhu	cai_chaos_region_hint_area_cathay	官方
221	震旦	混沌魔域	岩镔原	蕹昌	帝国戍卫		637.96	427.72	955	554	wh3_main_chaos_region_weng_chang	wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_cth_imperial_wardens	Weng Chang	cai_chaos_region_hint_area_cathay	官方
222	震旦	混沌魔域	岩镔原	魄魅	帝国戍卫	是	623.93	466.68	934	605	wh3_main_chaos_region_po_mei	wh3_main_chaos_province_lands_of_stone_and_steel	wh3_main_cth_imperial_wardens	Po Mei	cai_chaos_region_hint_area_cathay	官方
223	震旦	混沌魔域	次元石沙漠	上阳	缙绅逆臣	是	636.62	361.38	953	468	wh3_main_chaos_region_shang_yang	wh3_main_chaos_province_warpstone_desert	wh3_main_cth_dissenter_lords_of_jinshen	Shang-Yang	cai_chaos_region_hint_area_cathay	官方
224	震旦	混沌魔域	次元石沙漠	丹鼎师祭坛	缙绅逆臣		645.31	384.91	966	499	wh3_main_chaos_region_shrine_of_the_alchemist	wh3_main_chaos_province_warpstone_desert	wh3_main_cth_dissenter_lords_of_jinshen	Shrine of the Alchemist	cai_chaos_region_hint_area_cathay	官方
225	震旦	混沌魔域	次元石沙漠	泰梓	艾辛氏族		664.01	408.82	994	530	wh3_main_chaos_region_tai_tzu	wh3_main_chaos_province_warpstone_desert	wh2_main_skv_clan_eshin	Tai Tzu	cai_chaos_region_hint_area_cathay	官方
226	震旦	混沌魔域	次元石沙漠	阿什夏之塔	缙绅逆臣		608.57	349.04	911	452	wh3_main_chaos_region_tower_of_ashshair	wh3_main_chaos_province_warpstone_desert	wh3_main_cth_dissenter_lords_of_jinshen	Tower of Ashshair	cai_chaos_region_hint_area_cathay	官方
227	震旦	混沌魔域	皓月林	星坡	天廷忠卫		675.37	443.15	1011	574	wh3_main_chaos_region_xing_po	wh3_main_chaos_province_forests_of_the_moon	wh3_main_cth_celestial_loyalists	Xing Po	cai_chaos_region_hint_area_cathay	官方
228	震旦	混沌魔域	皓月林	玉风山	恶唾氏族		684.05	495.22	1024	642	wh3_main_chaos_region_jade_wind_mountain	wh3_main_chaos_province_forests_of_the_moon	wh2_main_skv_clan_spittel	Jade Wind Mountain	cai_chaos_region_hint_area_cathay	官方
229	震旦	混沌魔域	皓月林	皓月庄	碎叶者部落		674.03	464.75	1009	602	wh3_main_chaos_region_village_of_the_moon	wh3_main_chaos_province_forests_of_the_moon	wh2_dlc12_grn_leaf_cutterz_tribe	Village of the Moon	cai_chaos_region_hint_area_cathay	官方
230	震旦	混沌魔域	皓月林	瞻世	碎叶者部落	是	703.43	475.55	1053	616	wh3_main_chaos_region_zhanshi	wh3_main_chaos_province_forests_of_the_moon	wh2_dlc12_grn_leaf_cutterz_tribe	Zhanshi	cai_chaos_region_hint_area_cathay	官方
231	震旦	混沌魔域	硝硫路	南皋	卫北列省	是	587.19	415.38	879	538	wh3_main_chaos_region_nan_gau	wh3_main_chaos_province_gunpowder_road	wh3_main_cth_the_northern_provinces	Nan-Gau	cai_chaos_region_hint_area_cathay	官方
232	震旦	混沌魔域	硝硫路	南离	南阳叛王		619.92	394.17	928	511	wh3_main_chaos_region_nan_li	wh3_main_chaos_province_gunpowder_road	wh3_main_cth_rebel_lords_of_nan_yang	Nan-Li	cai_chaos_region_hint_area_cathay	官方
233	震旦	混沌魔域	硝硫路	南阳矿场	南阳叛王		614.58	418.85	920	543	wh3_main_chaos_region_mines_of_nan_yang	wh3_main_chaos_province_gunpowder_road	wh3_main_cth_rebel_lords_of_nan_yang	Mines of Nan-Yang	cai_chaos_region_hint_area_cathay	官方
234	震旦	混沌魔域	红土荒原	赤垒	库吉	是	585.86	507.94	877	658	wh3_main_chaos_region_red_fortress	wh3_main_chaos_province_the_red_wastes	wh3_dlc20_nor_kuj	Red Fortress	cai_chaos_region_hint_area_cathay	官方
235	震旦	混沌魔域	红土荒原	铁风暴	库吉		571.83	464.36	856	602	wh3_main_chaos_region_iron_storm	wh3_main_chaos_province_the_red_wastes	wh3_dlc20_nor_kuj	Iron Storm	cai_chaos_region_hint_area_cathay	官方
236	震旦	混沌魔域	红土荒原	龙馗路	帝国戍卫		587.86	483.65	880	627	wh3_main_chaos_region_dragons_crossroad	wh3_main_chaos_province_the_red_wastes	wh3_main_cth_imperial_wardens	Dragon's Crossroad	cai_chaos_region_hint_area_cathay	官方
237	震旦	混沌魔域	缙绅荒原	新武	艾辛氏族		664.68	349.81	995	453	wh3_main_chaos_region_xen_wu	wh3_main_chaos_province_wastelands_of_jinshen	wh2_main_skv_clan_eshin	Xen Wu		就近推定
238	震旦	混沌魔域	缙绅荒原	瀚宇港	卫西列省	是	682.05	329.76	1021	427	wh3_main_chaos_region_hanyu_port	wh3_main_chaos_province_wastelands_of_jinshen	wh3_main_cth_the_western_provinces	Hanyu Port		就近推定
239	震旦	混沌魔域	缙绅荒原	猿城	缙绅逆臣		668.02	377.97	1000	490	wh3_main_chaos_region_city_of_monkeys	wh3_main_chaos_province_wastelands_of_jinshen	wh3_main_cth_dissenter_lords_of_jinshen	City of Monkeys		就近推定
240	震旦	混沌魔域	长垣东段	鳌门关	帝国戍卫	是	607.23	494.83	909	641	wh3_main_chaos_region_turtle_gate	wh3_main_chaos_province_eastern_great_bastion	wh3_main_cth_imperial_wardens	Turtle Gate	cai_chaos_region_hint_area_cathay	官方
